from,to,action
"K10413","H00455",unknown
"K16602","H00481",unknown
"K08727","H01358","polymorphism"
"K15281","H00474",unknown
"K09188","H02434","mutation"
"K19721","H02072",unknown
"K19348","H00530",unknown
"K08052","H00523",unknown
"K09486","H00093",unknown
"K01834","H01762",unknown
"K11765","H01403",unknown
"K17536","H00658",unknown
"K08816","H00897",unknown
"K04362","H00443",unknown
"K08800","H02120",unknown
"K10803","H01891",unknown
"K04451","H01667","mutation"
"K01796","H02099",unknown
"K16766","H00268",unknown
"K17442","H00549",unknown
"K04630","H02269",unknown
"K08616","H00079",unknown
"K24624","H00891",unknown
"K05250","H00255",unknown
"K00515","H01266",unknown
"K05665","H00604",unknown
"K00803","H00207",unknown
"K00965","H02008",unknown
"K10165","H00285",unknown
"K19399","H00418",unknown
"K01565","H00421",unknown
"K09036","H00633",unknown
"K09186","H00002","translocation"
"K04467","H00882",unknown
"K09335","H00789",unknown
"K07360","H00093",unknown
"K10445","H00527",unknown
"K22672","H00852",unknown
"K19538","H01010",unknown
"K02833","H00040","mutation"
"K01772","H01763",unknown
"K05495","H01435",unknown
"K11859","H01492","polymorphism"
"K06643","H00025","overexpression"
"K04193","H01360","polymorphism"
"K08766","H02536",unknown
"K08739","H00020",unknown
"K08765","H00525",unknown
"K07605","H00723",unknown
"K04878","H00731",unknown
"K20363","H02132",unknown
"K23166","H00754",unknown
"K06051","H02470",unknown
"K00949","H01567",unknown
"K23967","H00808",unknown
"K06492","H02434","mutation/deletion"
"K18181","H01368",unknown
"K00286","H00557",unknown
"K23495","H01439",unknown
"K19681","H02157",unknown
"K08528","H00018","reduced expression"
"K23194","H00773",unknown
"K08675","H01824",unknown
"K06476","H00226",unknown
"K09409","H00902",unknown
"K00688","H01762",unknown
"K15443","H01722",unknown
"K04358","H00255",unknown
"K18261","H00566",unknown
"K04996","H00731",unknown
"K10844","H01428",unknown
"K12474","H00155",unknown
"K19365","H00419",unknown
"K21052","H00120",unknown
"K05459","H00015","expression"
"K15010","H00604",unknown
"K13289","H00422",unknown
"K14697","H01938",unknown
"K01403","H00479",unknown
"K24372","H00527",unknown
"K10380","H00720",unknown
"K04905","H00725",unknown
"K08757","H00845",unknown
"K00228","H00202",unknown
"K07594","H00861",unknown
"K08867","H00265",unknown
"K23115","H00768",unknown
"K19306","H01439",unknown
"K09541","H01202",unknown
"K04945","H00232",unknown
"K04146","H01577",unknown
"K06114","H00231",unknown
"K14684","H02480",unknown
"K00624","H00833",unknown
"K06584","H01728",unknown
"K24374","H02041",unknown
"K23029","H02217",unknown
"K06752","H00408","polymorphism"
"K04572","H00264",unknown
"K12495","H00480",unknown
"K04503","H00016","amplification"
"K24886","H00530",unknown
"K07828","H01738",unknown
"K12330","H02526",unknown
"K00408","H00600",unknown
"K00849","H00070",unknown
"K14301","H01722",unknown
"K07200","H01956",unknown
"K07621","H00716",unknown
"K10877","H02418",unknown
"K09479","H00525",unknown
"K02877","H00237",unknown
"K23720","H02131",unknown
"K03522","H01400",unknown
"K19465","H00469",unknown
"K15170","H02470",unknown
"K02358","H00891",unknown
"K07597","H00293","mutation"
"K06230","H01852",unknown
"K01315","H00223",unknown
"K19986","H02461",unknown
"K02918","H00237",unknown
"K13377","H01385",unknown
"K12562","H00700",unknown
"K08171","H01760",unknown
"K08337","H01891",unknown
"K23341","H00266",unknown
"K06639","H00605",unknown
"K03941","H01354",unknown
"K12390","H00149",unknown
"K11540","H00606",unknown
"K04630","H00033","mutation"
"K23918","H00294",unknown
"K06481","H01235",unknown
"K19671","H02157",unknown
"K22533","H00768",unknown
"K01333","H00821",unknown
"K11373","H00265",unknown
"K15865","H00409","polymorphism"
"K20299","H00897",unknown
"K09324","H02481",unknown
"K23193","H00773",unknown
"K05435","H00084","polymorphism"
"K12749","H00292",unknown
"K18283","H02463",unknown
"K05284","H01127",unknown
"K08146","H00948",unknown
"K07253","H00630",unknown
"K05612","H01649",unknown
"K20705","H01202",unknown
"K19941","H00577",unknown
"K00643","H00201",unknown
"K06238","H00831",unknown
"K09863","H01202",unknown
"K01966","H00175",unknown
"K03593","H00473",unknown
"K01389","H00063",unknown
"K06225","H00039","germline, somatic mutation"
"K03783","H00093",unknown
"K11588","H01211",unknown
"K09533","H01600",unknown
"K19879","H00292",unknown
"K25029","H00605",unknown
"K23324","H00651",unknown
"K23410","H00223",unknown
"K16512","H00837",unknown
"K09327","H02036",unknown
"K23282","H00436",unknown
"K10066","H01887",unknown
"K19324","H00063",unknown
"K05119","H01601","translocation"
"K22077","H00264",unknown
"K22235","H00101",unknown
"K04365","H00038","mutation"
"K03880","H01365",unknown
"K00615","H02439",unknown
"K17065","H01900",unknown
"K12750","H00731",unknown
"K05700","H00294",unknown
"K08530","H00409","polymorphism"
"K17767","H01483",unknown
"K16456","H01937",unknown
"K04247","H01039",unknown
"K12314","H01216",unknown
"K06770","H00264",unknown
"K13902","H02456",unknown
"K09333","H00821",unknown
"K09093","H00527",unknown
"K01724","H00167",unknown
"K04658","H00851",unknown
"K14636","H00770",unknown
"K06584","H00822",unknown
"K04865","H00808",unknown
"K04390","H00017","increased expression"
"K04875","H00606",unknown
"K11650","H01403",unknown
"K07625","H00648",unknown
"K07827","H00016","amplification"
"K13749","H00787",unknown
"K01059","H01637",unknown
"K11463","H02522",unknown
"K16484","H02132",unknown
"K03125","H00831",unknown
"K04827","H02310",unknown
"K05495","H02199",unknown
"K23440","H01027",unknown
"K11126","H00018","overexpression"
"K14710","H00212",unknown
"K08134","H00506",unknown
"K09672","H00737",unknown
"K04833","H01815",unknown
"K07210","H00645",unknown
"K24540","H00831",unknown
"K07827","H00523",unknown
"K04935","H00481",unknown
"K03881","H00473",unknown
"K04585","H00508",unknown
"K04451","H02529",unknown
"K10155","H00089",unknown
"K05669","H00560",unknown
"K12457","H00612",unknown
"K04526","H00410",unknown
"K03644","H02438",unknown
"K09239","H00773",unknown
"K12470","H00085",unknown
"K25469","H00079",unknown
"K15264","H01439",unknown
"K10592","H00658",unknown
"K13526","H02207",unknown
"K09452","H00480",unknown
"K04400","H02418",unknown
"K23844","H00255",unknown
"K23483","H01202",unknown
"K02085","H00718",unknown
"K08900","H01354",unknown
"K04200","H02049",unknown
"K07515","H00489",unknown
"K03991","H00342",unknown
"K01810","H00664",unknown
"K06751","H01674",unknown
"K18586","H00999",unknown
"K05098","H01482",unknown
"K10127","H01513","amplification"
"K15175","H01558","mutation"
"K19865","H00542",unknown
"K14382","H01126",unknown
"K19402","H00418",unknown
"K25381","H00606",unknown
"K01335","H01434",unknown
"K11830","H00469",unknown
"K15279","H00099",unknown
"K05448","H01709","polymorphism"
"K07843","H01102",unknown
"K18189","H01354",unknown
"K05093","H01989",unknown
"K14020","H00604",unknown
"K10163","H00107",unknown
"K17336","H01593","polymorphism"
"K14001","H01284",unknown
"K11112","H00507",unknown
"K00736","H00119",unknown
"K04409","H02463",unknown
"K03857","H01489",unknown
"K04522","H00056",unknown
"K05004","H00410",unknown
"K09310","H02487",unknown
"K05771","H01709","polymorphism"
"K13098","H01577",unknown
"K10895","H00238",unknown
"K05089","H01574",unknown
"K01803","H00664",unknown
"K04564","H01456",unknown
"K06840","H00556",unknown
"K07372","H01272",unknown
"K16676","H00003",unknown
"K05615","H02282",unknown
"K08179","H01248",unknown
"K12584","H01878",unknown
"K10352","H02052",unknown
"K20056","H02513",unknown
"K24865","H00917",unknown
"K04390","H01463","loss of expression"
"K23286","H01740",unknown
"K01881","H00606",unknown
"K04612","H02030",unknown
"K13769","H00713",unknown
"K05658","H01227",unknown
"K12803","H01516","polymorphism"
"K00819","H00189",unknown
"K17780","H00989",unknown
"K17680","H01118",unknown
"K06226","H00039","somatic mutation"
"K12499","H01358","polymorphism"
"K20001","H01784",unknown
"K08824","H00606",unknown
"K05740","H01740",unknown
"K12392","H00712",unknown
"K14959","H00831",unknown
"K05103","H01202",unknown
"K07604","H00708",unknown
"K10163","H00512",unknown
"K12568","H00292",unknown
"K13675","H01075",unknown
"K19719","H01526",unknown
"K24309","H01481",unknown
"K16791","H01619",unknown
"K00501","H00831",unknown
"K13336","H00205",unknown
"K10173","H00271",unknown
"K13526","H01600",unknown
"K22069","H00891",unknown
"K04491","H00409","polymorphism"
"K14545","H00269",unknown
"K16740","H00530",unknown
"K16797","H01852",unknown
"K09659","H00118",unknown
"K09334","H00528",unknown
"K21988","H00842",unknown
"K09455","H00038","amplification"
"K21762","H00269",unknown
"K13907","H01995",unknown
"K07422","H00266",unknown
"K03998","H00103",unknown
"K22758","H00057",unknown
"K19676","H00418",unknown
"K17523","H00079",unknown
"K05184","H00808",unknown
"K01373","H02276",unknown
"K05186","H00606",unknown
"K10055","H00003","translocation"
"K02324","H02369",unknown
"K06736","H00293",unknown
"K11430","H02434","mutation"
"K04877","H02132",unknown
"K04739","H00260",unknown
"K04999","H00720",unknown
"K04451","H00032","mutation"
"K11308","H02515",unknown
"K07210","H00540",unknown
"K17601","H01204",unknown
"K07436","H01371",unknown
"K01137","H00421",unknown
"K04575","H00058",unknown
"K03953","H01354",unknown
"K07999","H00615",unknown
"K04043","H02343",unknown
"K03982","H00223",unknown
"K05497","H02452",unknown
"K12567","H00292",unknown
"K07432","H00118",unknown
"K06463","H00090",unknown
"K22499","H02049",unknown
"K12044","H01219",unknown
"K06664","H00204",unknown
"K02514","H00255",unknown
"K19872","H00593",unknown
"K05144","H01970",unknown
"K09182","H01740",unknown
"K24275","H01906",unknown
"K02126","H01363",unknown
"K19721","H00431","polymorphism"
"K00214","H01936",unknown
"K13157","H00254",unknown
"K11438","H02481",unknown
"K08367","H02411","mutation"
"K06752","H01362",unknown
"K17386","H01556",unknown
"K15100","H02304",unknown
"K07370","H02035",unknown
"K14378","H00438",unknown
"K19657","H00530",unknown
"K20473","H01367",unknown
"K08734","H00026","mutation, methylation"
"K14401","H02041",unknown
"K10031","H01563","resistance"
"K22074","H01894",unknown
"K02873","H02187",unknown
"K07593","H01947",unknown
"K09329","H02118",unknown
"K13055","H00627",unknown
"K08737","H00876",unknown
"K09063","H00085",unknown
"K10473","H00698",unknown
"K08000","H00632",unknown
"K23755","H01368",unknown
"K23380","H00685",unknown
"K01201","H00423",unknown
"K21456","H00668",unknown
"K24125","H00564",unknown
"K04388","H00801",unknown
"K04565","H00058",unknown
"K09337","H00481",unknown
"K05004","H01267",unknown
"K04526","H00512",unknown
"K05083","H00018","amplification"
"K04827","H00242",unknown
"K24652","H00564",unknown
"K00962","H00605",unknown
"K12397","H00606",unknown
"K08782","H00783",unknown
"K13963","H00605",unknown
"K03982","H01529","polymorphism"
"K19361","H00261",unknown
"K00771","H00494",unknown
"K05148","H00437",unknown
"K24611","H02383",unknown
"K04632","H01431",unknown
"K10361","H00605",unknown
"K09436","H01235",unknown
"K14701","H02063",unknown
"K08573","H00592",unknown
"K16801","H02235",unknown
"K06752","H00630",unknown
"K24853","H02465",unknown
"K09069","H01991",unknown
"K17065","H01020",unknown
"K23694","H00605",unknown
"K01794","H02246",unknown
"K02599","H01413",unknown
"K25454","H00918",unknown
"K05064","H01476","polymorphism"
"K19676","H00527",unknown
"K19608","H02158",unknown
"K09451","H00528",unknown
"K04851","H01603",unknown
"K17964","H01354",unknown
"K05094","H01990",unknown
"K07206","H01251",unknown
"K02917","H00237",unknown
"K25226","H00481",unknown
"K04451","H00025","mutation"
"K07363","H01970",unknown
"K19758","H01899",unknown
"K00071","H00259",unknown
"K03987","H00102",unknown
"K07621","H00605",unknown
"K14554","H00612",unknown
"K18207","H00120",unknown
"K03994","H00103",unknown
"K12567","H00593",unknown
"K12560","H00080",unknown
"K14701","H00476",unknown
"K04915","H02463",unknown
"K06573","H00230",unknown
"K05227","H00910",unknown
"K02126","H01177",unknown
"K05031","H00933","polymorphism"
"K07190","H00069",unknown
"K03068","H01593","polymorphism"
"K09368","H02301",unknown
"K05285","H01489",unknown
"K06237","H01640","deletion"
"K19521","H01377",unknown
"K16742","H00527",unknown
"K19871","H00634",unknown
"K19365","H00266",unknown
"K19522","H00655",unknown
"K13882","H00091",unknown
"K05689","H00025","expression"
"K05699","H00626",unknown
"K23581","H01403",unknown
"K11653","H00048","mutation"
"K18403","H00658",unknown
"K24229","H00564",unknown
"K11456","H00269",unknown
"K00227","H01281",unknown
"K06744","H01812","polymorphism"
"K04855","H02215",unknown
"K11086","H01843",unknown
"K01874","H01351",unknown
"K06098","H00624",unknown
"K06466","H00088",unknown
"K13907","H00737",unknown
"K04354","H00063",unknown
"K08546","H02075",unknown
"K09552","H00266",unknown
"K09577","H02245",unknown
"K16533","H00837",unknown
"K06803","H01513","loss"
"K01958","H00073",unknown
"K04248","H00608",unknown
"K00253","H01400",unknown
"K17721","H01171",unknown
"K06677","H00269",unknown
"K19721","H02080",unknown
"K08857","H02157",unknown
"K08879","H00856",unknown
"K01580","H01097",unknown
"K02833","H00025","mutation"
"K09270","H02168",unknown
"K05405","H00084","polymorphism"
"K20182","H02205",unknown
"K05113","H00535",unknown
"K07249","H01027",unknown
"K23331","H00682",unknown
"K24653","H00530",unknown
"K07868","H00606",unknown
"K04451","H00004","mutation"
"K20406","H02214",unknown
"K04390","H00009","mutation"
"K05010","H01780",unknown
"K12755","H01869",unknown
"K00868","H00264",unknown
"K04508","H00773",unknown
"K15624","H00050","translocation"
"K12302","H00604",unknown
"K06225","H01667","mutation"
"K18162","H00473",unknown
"K05443","H01563","susceptibility"
"K22939","H02132",unknown
"K18024","H01698","polymorphism"
"K14455","H00606",unknown
"K05072","H00091",unknown
"K14365","H00657",unknown
"K22073","H00266",unknown
"K07827","H02411","mutation"
"K05126","H01510","mutation"
"K17767","H01431",unknown
"K15516","H00627",unknown
"K09594","H00020",unknown
"K07293","H02410","mutation"
"K04533","H00059","CAG repeat expansion"
"K02608","H01889",unknown
"K23460","H01116",unknown
"K05443","H00083","polymorphism"
"K08133","H01404",unknown
"K03331","H01065",unknown
"K04377","H00013","amplification"
"K01283","H01456",unknown
"K12300","H01532",unknown
"K21283","H00482",unknown
"K01599","H00202",unknown
"K20365","H02299",unknown
"K05242","H00253",unknown
"K07984","H00497",unknown
"K21052","H02307",unknown
"K03635","H02311",unknown
"K10893","H00238",unknown
"K16684","H01438",unknown
"K06573","H02310",unknown
"K08062","H00093",unknown
"K16470","H01282",unknown
"K00798","H00174",unknown
"K01785","H00070",unknown
"K14439","H02296",unknown
"K02582","H00265",unknown
"K05083","H00028","overexpression"
"K08423","H01102",unknown
"K22402","H02502",unknown
"K12563","H00593",unknown
"K11407","H02260",unknown
"K10846","H01428",unknown
"K04537","H02397",unknown
"K19329","H00606",unknown
"K02357","H00891",unknown
"K13340","H01342",unknown
"K04451","H00033","LOH, mutation"
"K11765","H00048","mutation"
"K01599","H00201",unknown
"K12499","H01563","delayed/rapid progression"
"K05438","H02039",unknown
"K04946","H01815",unknown
"K09340","H00002","translocation"
"K01869","H02095",unknown
"K02126","H01369",unknown
"K07605","H00786",unknown
"K18489","H00471",unknown
"K16751","H00454",unknown
"K04701","H00342",unknown
"K06278","H00420",unknown
"K08557","H00062","CAG repeat expansion"
"K23013","H00773",unknown
"K11580","H02122",unknown
"K04178","H01360","polymorphism"
"K23099","H00683",unknown
"K23932","H01891",unknown
"K11366","H00480",unknown
"K06669","H00631",unknown
"K01596","H02520",unknown
"K06752","H01516","polymorphism"
"K09396","H01159",unknown
"K04146","H01649",unknown
"K15100","H00770",unknown
"K08031","H01273",unknown
"K06087","H01210",unknown
"K14705","H01282",unknown
"K02089","H00030","overexpression"
"K08025","H00463",unknown
"K03176","H00265",unknown
"K19027","H00266",unknown
"K00234","H02538",unknown
"K10871","H02531",unknown
"K25004","H00262",unknown
"K09479","H00392",unknown
"K14396","H00704",unknown
"K22029","H00019",unknown
"K12836","H01481",unknown
"K08131","H02072",unknown
"K03871","H00559",unknown
"K24335","H00547",unknown
"K19366","H00266",unknown
"K05087","H00048","overexpression"
"K04834","H00749",unknown
"K07827","H00010","activating mutation"
"K18490","H02036",unknown
"K16545","H00266",unknown
"K07998","H02270",unknown
"K00927","H00664",unknown
"K05068","H00408","polymorphism"
"K13868","H00901",unknown
"K22863","H00418",unknown
"K11374","H00768",unknown
"K08376","H00079",unknown
"K24964","H02494",unknown
"K04456","H00027","amplification"
"K23573","H00432",unknown
"K07207","H01692","mutation"
"K23502","H00891",unknown
"K04451","H02301","mutation"
"K14536","H00439",unknown
